check_id,release,stage,section,entity,metric,expected,actual,unit,difference,status,method,source_document,source_page,source_url,notes,release_gate
N1040,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,funded positions,203,203,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1041,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,restated adopted operating,3403500000,3403500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1042,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,restated adopted positions,183,183,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1043,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","116, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1044,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,operating budget,15352700000,15352700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1045,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,capital budget,8998800000,8998800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1046,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,total budget,24351500000,24351500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","116, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1047,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,funded positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1048,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,restated adopted operating,27937400000,27937400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1049,FY 2026-27,proposed,Department rows,Non-Departmental — Fiscal Responsibility and Efficiency,restated adopted positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1050,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1051,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,operating budget,5965500000,5965500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1052,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1053,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,total budget,5965500000,5965500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1054,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,funded positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1055,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,restated adopted operating,2592300000,2592300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1056,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Fiscal Responsibility and Efficiency,restated adopted positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1057,FY 2026-27,proposed,Strategic areas,Policy Formulation,operating budget,11054200000,11054200000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1058,FY 2026-27,proposed,Strategic areas,Policy Formulation,capital budget,0,0,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1059,FY 2026-27,proposed,Strategic areas,Policy Formulation,cents per dollar,1,1,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1060,FY 2026-27,proposed,Strategic areas,Constitutional Offices,operating budget,139441300000,139441300000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1061,FY 2026-27,proposed,Strategic areas,Constitutional Offices,capital budget,8114800000,8114800000,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1062,FY 2026-27,proposed,Strategic areas,Constitutional Offices,cents per dollar,15,15,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1063,FY 2026-27,proposed,Strategic areas,An Economy that Works for All,operating budget,167214500000,167214500000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1064,FY 2026-27,proposed,Strategic areas,An Economy that Works for All,capital budget,155652100000,155652100000,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1065,FY 2026-27,proposed,Strategic areas,An Economy that Works for All,cents per dollar,19,19,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1066,FY 2026-27,proposed,Strategic areas,Healthy and Safe Communities,operating budget,315014300000,315014300000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1067,FY 2026-27,proposed,Strategic areas,Healthy and Safe Communities,capital budget,46168000000,46168000000,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1068,FY 2026-27,proposed,Strategic areas,Healthy and Safe Communities,cents per dollar,34,34,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1069,FY 2026-27,proposed,Strategic areas,Investment in Infrastructure,operating budget,242672400000,242672400000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1070,FY 2026-27,proposed,Strategic areas,Investment in Infrastructure,capital budget,195992000000,195992000000,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1071,FY 2026-27,proposed,Strategic areas,Investment in Infrastructure,cents per dollar,25,25,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1072,FY 2026-27,proposed,Strategic areas,Risk Reduction and Resilience,operating budget,9635000000,9635000000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1073,FY 2026-27,proposed,Strategic areas,Risk Reduction and Resilience,capital budget,96162300000,96162300000,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1074,FY 2026-27,proposed,Strategic areas,Risk Reduction and Resilience,cents per dollar,1,1,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1075,FY 2026-27,proposed,Strategic areas,Fiscal Responsibility and Efficiency,operating budget,104744500000,104744500000,cents,0,PASS,Appendix A department rollup → database,Proposed Volume 1,109–116,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1076,FY 2026-27,proposed,Strategic areas,Fiscal Responsibility and Efficiency,capital budget,21865600000,21865600000,cents,0,PASS,Appendix H department rollup → database,Proposed Volume 1,144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1077,FY 2026-27,proposed,Strategic areas,Fiscal Responsibility and Efficiency,cents per dollar,5,5,cents per dollar,0,PASS,independent transcription → database,Budget in Brief,5,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/budget-in-brief.pdf,"Allocation is a rounded communication graphic, not an accounting split.",True
N1078,FY 2025-26,adopted,Release reconciliation,FY 2025-26 adopted,gross operating rollup,950130800000,950130800000,cents,0,PASS,database rows → release total,Appendix C / J,1–22 / 1–18,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N1079,FY 2025-26,adopted,Release reconciliation,FY 2025-26 adopted,capital rollup,465763200000,465763200000,cents,0,PASS,database rows → release total,Appendix C / J,1–22 / 1–18,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N1080,FY 2025-26,adopted,Release reconciliation,FY 2025-26 adopted,employee rollup,31996,31996,positions,0,PASS,database rows → release total,Appendix C / J,1–22 / 1–18,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N1081,FY 2025-26,adopted,Release reconciliation,FY 2025-26 adopted,net operating equation,857560600000,857560600000,cents,0,PASS,database rows → release total,Appendix C / J,1–22 / 1–18,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N1082,FY 2025-26,adopted,Release reconciliation,FY 2025-26 adopted,total budget equation,1323323800000,1323323800000,cents,0,PASS,database rows → release total,Appendix C / J,1–22 / 1–18,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N1083,FY 2026-27,proposed,Release reconciliation,FY 2026-27 proposed,gross operating rollup,989776200000,989776200000,cents,0,PASS,database rows → release total,Proposed Volume 1,109–116 / 144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1084,FY 2026-27,proposed,Release reconciliation,FY 2026-27 proposed,capital rollup,523954800000,523954800000,cents,0,PASS,database rows → release total,Proposed Volume 1,109–116 / 144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1085,FY 2026-27,proposed,Release reconciliation,FY 2026-27 proposed,employee rollup,31942,31942,positions,0,PASS,database rows → release total,Proposed Volume 1,109–116 / 144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1086,FY 2026-27,proposed,Release reconciliation,FY 2026-27 proposed,net operating equation,902167600000,902167600000,cents,0,PASS,database rows → release total,Proposed Volume 1,109–116 / 144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1087,FY 2026-27,proposed,Release reconciliation,FY 2026-27 proposed,total budget equation,1426122400000,1426122400000,cents,0,PASS,database rows → release total,Proposed Volume 1,109–116 / 144–145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
